category_label,date,abbrev_state,area_privativa,area_total,dormitorio_1,dormitorio_2,dormitorio_3,dormitorio_4,garantia_alienacao,garantia_hipoteca,implantacao_condominio,implantacao_isolado,tipo_apartamento,tipo_casa,valor_avaliacao,valor_compra
units,2021-07-31,BA,64.83,93.38,361,1367,454,181,2123,240,1198,1165,506,1857,185000,180000
units,2021-07-31,BR,66.4,92.14,21104,45872,19434,4557,83500,7467,44460,46507,26930,64037,234000,226000
units,2021-07-31,CE,75,87.6,234,916,550,112,1573,239,874,938,679,1133,179050.5,180000
units,2021-07-31,DF,63.64,91.27,307,670,368,276,1567,54,811,810,287,1334,329000,315000
units,2021-07-31,ES,73.33,100.71,148,515,388,107,1093,65,507,651,235,923,290000,280000
units,2021-07-31,GO,77.18,95.45,477,2588,1291,225,3990,591,2319,2262,1933,2648,179744.83,172234.74
units,2021-07-31,MA,67.38,83.2600000000001,97,560,210,39,792,114,465,441,402,504,163000,161200
units,2021-07-31,MG,67.86,92.96,1721,4396,2135,478,8207,523,4091,4639,3119,5611,2e+05,190000
units,2021-07-31,MS,69,82.9,163,597,340,43,930,213,535,608,592,551,193000,189000
units,2021-07-31,MT,75.32,95,196,769,395,83,1134,309,686,757,883,560,225000,215000
units,2021-07-31,PA,72.85,100.96,94,398,235,41,668,100,309,459,334,434,205350,2e+05
units,2021-07-31,PB,56.5,79.82,76,869,294,89,1225,103,804,524,266,1062,148000,143950
units,2021-07-31,PE,55.12,76.75,186,1147,406,124,1685,178,879,984,420,1443,163800,160000
units,2021-07-31,PI,62.19,68.8,14,419,146,54,619,14,122,511,274,359,150880,150000
units,2021-07-31,PR,68.2,81.09,1955,3332,1923,240,6841,609,3428,4022,2176,5274,220000,210000
units,2021-07-31,RJ,67,82.23,1790,2965,1069,277,5737,364,3316,2785,922,5179,280000,270000
units,2021-07-31,RN,72.2,79.27,54,573,217,54,856,42,248,650,408,490,149000,145000
units,2021-07-31,RO,74.68,93.96,19,274,142,24,411,48,112,347,310,149,195000,177000
units,2021-07-31,RR,63,63,9,62,9,5,83,2,7,78,79,6,155000,145000
units,2021-07-31,RS,62.17,85.39,1285,3184,1210,209,5524,364,2830,3058,1850,4038,222000,205000
units,2021-07-31,SC,67.96,81.81,859,2448,1054,195,4217,339,2217,2339,1203,3353,240000,227092.98
units,2021-07-31,SE,67.85,77.2,27,433,244,48,738,14,380,372,244,508,136000,137770.86
units,2021-07-31,SP,63.21,99.25,10856,16608,5822,1548,32095,2739,17521,17313,9256,25578,265000,250000
units,2021-07-31,TO,98.1,111.46,64,148,118,29,301,58,173,186,234,125,242000,230000
units,2021-08-31,AC,100.3,118.39,5,39,32,4,75,5,19,61,47,33,265000,227850
units,2021-08-31,AL,75.03,96.18,44,305,219,34,564,38,224,378,256,346,170000,161000
units,2021-08-31,AM,43.83,88.47,55,757,187,32,898,133,823,208,86,945,160000,164100
units,2021-08-31,AP,128.12,133,5,22,33,7,65,2,20,47,38,29,345000,3e+05
units,2021-08-31,BA,66.21,90.29,326,1459,622,187,2428,166,1392,1202,683,1911,180000,180000
units,2021-08-31,BR,66.85,91.2199999999999,24794,49989,21294,4022,92610,7489,48410,51689,31889,68210,240000,230000
units,2021-08-31,CE,75.47,85.4,242,1079,642,123,1834,252,994,1092,868,1218,165996,167445
units,2021-08-31,DF,64.22,93.78,307,755,376,198,1569,67,854,782,276,1360,311500,3e+05
units,2021-08-31,ES,80.34,107.46,122,453,389,115,1015,64,518,561,230,849,3e+05,283000
units,2021-08-31,GO,77.5,94.26,600,2816,1424,234,4533,541,2308,2766,2392,2682,179000,172000
units,2021-08-31,MA,69.93,83.72,94,522,234,42,799,93,427,465,384,508,172750,171900
units,2021-08-31,MG,69.43,94.33,1994,4654,2322,471,8882,559,4329,5112,3509,5932,210000,2e+05
units,2021-08-31,MS,67.99,81.36,238,633,330,48,1016,233,553,696,707,542,197000,190000
units,2021-08-31,MT,79.96,94.19,222,726,434,102,1173,311,662,822,996,488,246250,230000
units,2021-08-31,PA,71.34,98.2100000000001,102,445,225,37,716,93,336,473,372,437,202000,198000
units,2021-08-31,PB,56.5,79.45,102,960,303,70,1359,76,853,582,287,1148,147000,142000
units,2021-08-31,PE,59.45,78.98,205,1131,588,142,1861,205,998,1068,541,1525,173000,170000
units,2021-08-31,PI,67.15,74.6,20,363,175,39,581,16,113,484,355,242,160000,158100
units,2021-08-31,PR,67.94,82.25,2150,3310,2040,193,7126,567,3668,4025,2436,5257,225000,217000
units,2021-08-31,RJ,64.27,80.92,1943,3320,998,245,6160,346,3658,2848,1072,5434,267000,250000
units,2021-08-31,RN,73,79.47,83,677,227,47,979,55,280,754,515,519,149000,145000
units,2021-08-31,RO,70.01,73.62,32,316,150,17,472,43,101,414,395,120,168000,168000
units,2021-08-31,RR,63,63,19,44,23,1,86,1,9,78,83,4,176897.6,170000
units,2021-08-31,RS,64.61,85.49,1522,3199,1291,185,5823,374,2979,3218,2053,4144,231000,220000
units,2021-08-31,SC,68.46,84.55,953,2789,1148,144,4641,393,2370,2664,1352,3682,243000,230000
units,2021-08-31,SE,69.98,83.59,43,468,339,60,888,22,438,472,368,542,165000,165000
units,2021-08-31,SP,63.37,97.82,13321,18563,6412,1221,36753,2764,19358,20159,11333,28184,280000,265000
units,2021-08-31,TO,89.97,104.96,45,184,131,24,314,70,126,258,255,129,225000,210750
units,2021-09-30,AC,96.05,106.04,6,55,39,6,97,9,28,78,58,48,260500,243149.72
units,2021-09-30,AL,70.62,100.19,37,304,245,34,601,19,270,350,231,389,164717.9,163535.81
units,2021-09-30,AM,52.72,90.97,46,354,157,23,478,102,408,172,75,505,204950,200200
units,2021-09-30,AP,107.74,124.8,11,15,35,3,62,2,23,41,29,35,335500,3e+05
units,2021-09-30,BA,67.14,98.3,313,1368,569,157,2231,176,1126,1281,553,1854,183000,180000
units,2021-09-30,BR,66.36,90.57,20163,45904,19226,3474,82623,6144,43749,45018,28446,60321,235928.82,229700
units,2021-09-30,CE,77.52,87.2,220,950,522,115,1616,191,847,960,781,1026,177597,175000
units,2021-09-30,DF,61.15,91.98,243,756,368,174,1501,40,868,673,241,1300,292000,280000
units,2021-09-30,ES,72,97.6,110,480,375,83,1002,46,496,552,205,843,257000,250000
units,2021-09-30,GO,78.3,94.84,567,2284,1239,208,3848,450,2067,2231,1968,2330,185000,180000
units,2021-09-30,MA,63.29,78.85,87,471,344,43,853,92,378,567,353,592,175200,175200
units,2021-09-30,MG,68.2,92.82,1536,4282,1974,425,7789,428,3788,4429,3137,5080,2e+05,190000
units,2021-09-30,MS,69.6,83.83,213,693,297,43,1053,193,535,711,700,546,2e+05,191500
units,2021-09-30,MT,70.03,98.66,228,967,374,72,1375,266,831,810,855,786,219000,210000
units,2021-09-30,PA,73.42,102.19,75,385,239,28,663,64,275,452,300,427,192800,189200
units,2021-09-30,PB,56.5,78.27,83,1041,326,73,1464,59,978,545,272,1251,146500,143699.99
units,2021-09-30,PE,57.9,79.39,170,980,546,139,1651,184,992,843,463,1372,175000,175000
units,2021-09-30,PI,66.3,73.08,12,355,164,36,554,13,116,451,336,231,146706.94,145400
units,2021-09-30,PR,68.5,81.3,1796,3060,1893,189,6499,439,3161,3777,2199,4739,223000,210000
units,2021-09-30,RJ,65,80.87,1573,3061,861,198,5397,296,3271,2422,911,4782,274000,260000
units,2021-09-30,RN,71.24,78.37,55,648,236,50,953,36,266,723,445,544,146700,144900
units,2021-09-30,RO,72.31,81.44,27,268,122,19,410,26,97,339,310,126,185000,175000
units,2021-09-30,RR,60.66,60.66,21,27,11,1,59,1,10,50,59,1,166000,163000
units,2021-09-30,RS,62.64,84,1183,3091,1153,144,5257,314,2724,2847,1847,3724,227950,210000
units,2021-09-30,SC,68.78,84.67,837,2472,1044,134,4159,328,2152,2335,1345,3142,250000,235000
units,2021-09-30,SE,70,83.3,33,353,271,48,683,22,276,429,365,340,147000,145000
units,2021-09-30,SP,61.92,96.11,10638,17024,5714,1011,32103,2284,17631,16756,10191,24196,261000,250000
units,2021-09-30,TO,90.34,110.05,43,160,108,18,265,64,135,194,217,112,240000,226000
units,2021-10-31,AC,95.07,118.19,6,40,30,8,76,8,20,64,45,39,252500,230000
units,2021-10-31,AL,75.65,95.5,34,228,206,23,472,19,193,298,207,284,170000,164535.8
units,2021-10-31,AM,55.64,93.4299999999999,31,338,113,25,396,111,348,159,73,434,204000,193400
units,2021-10-31,AP,109.25,110.22,6,21,25,6,56,2,13,45,30,28,356500,312703.83
units,2021-10-31,BA,67.12,89.22,296,1294,550,128,2100,168,1088,1180,552,1716,180250,180000
units,2021-10-31,BR,65.7,89.8,17180,40178,16469,3003,70514,6316,38157,38673,25342,51488,231723.94,224170
units,2021-10-31,CE,74.2,84.38,220,935,452,88,1475,220,880,815,670,1025,175000,174792.08
units,2021-10-31,DF,59.76,86.97,151,597,307,119,1127,47,690,484,199,975,276500,275000
units,2021-10-31,ES,72.09,92.54,108,423,280,81,839,53,424,468,188,704,264405.07,260000
units,2021-10-31,GO,76,93.1100000000001,413,2332,1085,177,3472,535,2059,1948,1796,2211,176084.56,172000
units,2021-10-31,MA,64.33,79.78,72,516,212,37,756,81,408,429,401,436,165000,160000
units,2021-10-31,MG,66.3,89.88,1246,3632,1625,324,6454,373,3362,3465,2622,4205,195000,190000
units,2021-10-31,MS,69.57,82.02,168,647,310,39,942,222,476,688,662,502,190600,185000
units,2021-10-31,MT,71.98,91.32,205,779,333,68,1090,295,709,676,857,528,227000,220000
units,2021-10-31,PA,82.9,106.07,92,304,176,41,525,88,247,366,314,299,227000,210000
units,2021-10-31,PB,56.15,75.8,56,938,264,41,1243,56,887,412,209,1090,143000,140000
units,2021-10-31,PE,55.5,77.89,181,1026,613,106,1792,134,951,975,629,1297,169000,165000
units,2021-10-31,PI,66.5,71.22,10,323,135,42,500,10,130,380,315,195,150353.73,149174.66
units,2021-10-31,PR,68.1,80.15,1433,2607,1458,149,5182,465,2511,3136,1850,3797,220000,210000
units,2021-10-31,RJ,66,82,1306,2395,792,183,4378,298,2659,2017,772,3904,278000,269500
units,2021-10-31,RN,72.96,79.96,47,525,166,40,740,38,203,575,377,401,148000,145000
units,2021-10-31,RO,70.95,86.76,26,225,102,17,316,54,89,281,276,94,175000,168000
units,2021-10-31,RR,64.07,64.07,12,40,8,2,60,2,5,57,61,1,186700,179750
units,2021-10-31,RS,61.67,83.72,1150,2847,1027,173,4867,330,2582,2615,1722,3475,220000,2e+05
units,2021-10-31,SC,67.85,83.3,714,2059,834,97,3391,313,1774,1930,1013,2691,250000,237000
units,2021-10-31,SE,61.55,74.37,22,521,235,30,800,8,467,341,267,541,139000,138976
units,2021-10-31,SP,62.61,97.78,9141,14464,5029,948,27241,2341,14861,14721,9050,20532,275000,260000
units,2021-10-31,TO,92.93,108.13,34,122,102,11,224,45,121,148,185,84,250000,240000
units,2021-11-30,AC,90.43,112,6,42,31,2,71,10,30,51,49,32,230000,219400
units,2021-11-30,AL,63.39,116.27,31,261,194,34,500,20,288,232,159,361,170000,165000
units,2021-11-30,AM,63.76,101.61,28,400,154,39,512,109,400,221,53,568,233152,234000
units,2021-11-30,AP,87.65,118.25,4,33,17,4,54,4,7,51,24,34,280500,276500
units,2021-11-30,BA,63.61,94.78,182,1273,532,127,1967,147,1232,882,430,1684,181750,180000
units,2021-11-30,BR,65.05,91.2199999999999,12941,40053,17258,3131,67821,5562,39242,34141,22613,50770,235000,230000
units,2021-11-30,CE,74.04,86.72,171,939,472,90,1486,186,852,820,632,1040,186807.64,180000
units,2021-11-30,DF,60.27,93.69,143,597,306,109,1117,38,737,418,196,959,291000,280000
units,2021-11-30,ES,67.83,92.91,85,476,317,54,894,38,543,389,169,763,239500,233035.77
units,2021-11-30,GO,78.31,95.18,346,2089,1244,169,3327,521,1973,1875,1593,2255,191861,184000
units,2021-11-30,MA,65.59,80.65,53,462,286,41,771,71,486,356,300,542,173118,172092
units,2021-11-30,MG,66.78,93.5,901,3361,1790,363,6074,341,3511,2904,2253,4162,205000,198000
units,2021-11-30,MS,71.21,86.23,135,621,302,44,923,179,476,626,515,587,209500,2e+05
units,2021-11-30,MT,73.45,94.14,142,838,427,82,1155,334,757,732,856,633,250000,244000
units,2021-11-30,PA,80.18,109,57,276,214,36,502,81,227,356,286,297,215000,2e+05
units,2021-11-30,PB,57.7,80.75,85,759,294,55,1153,40,778,415,227,966,152600,147000
units,2021-11-30,PE,57.05,77.89,140,862,442,104,1453,95,795,753,491,1057,170000,168500
units,2021-11-30,PI,62.83,74.83,8,356,124,50,530,8,167,371,277,261,142629.68,140000
units,2021-11-30,PR,64.25,79.06,1031,2855,1549,204,5242,397,2559,3080,1898,3741,215000,203000
units,2021-11-30,RJ,63,82,917,2363,744,218,4005,237,2727,1515,723,3519,266000,255000
units,2021-11-30,RN,70.22,80.27,38,478,165,47,705,23,220,508,345,383,150000,146087.34
units,2021-11-30,RO,74.55,84.94,17,185,76,19,266,31,66,231,229,68,180000,175000
units,2021-11-30,RR,80,80,9,33,14,5,60,1,12,49,60,1,273000,265000
units,2021-11-30,RS,64.74,88.38,864,2863,1259,174,4882,278,2680,2480,1648,3512,235000,214502
units,2021-11-30,SC,69.7,85.96,560,2223,1056,126,3643,322,2096,1869,1075,2890,260000,250000
units,2021-11-30,SE,68.56,85.44,17,354,234,23,620,8,301,327,252,376,145000,141758.22
units,2021-11-30,SP,60.94,96.34,6928,14879,4889,883,25589,1990,15159,12420,7662,19917,265000,250000
units,2021-11-30,TO,87.29,121.25,43,175,126,29,320,53,163,210,211,162,241000,219000
units,2021-12-31,AC,81.13,100.48,9,52,24,4,84,5,35,54,47,42,228000,216000
units,2021-12-31,AL,67.99,96.75,27,291,159,17,478,16,200,294,219,275,153500,150000
units,2021-12-31,AM,61.19,101.61,39,334,121,30,426,98,358,166,55,469,226600,226300
units,2021-12-31,AP,142.48,146.68,4,10,17,,28,3,9,22,14,17,433000,410000
units,2021-12-31,BA,58.41,90.15,185,1508,535,125,2226,127,1289,1064,549,1804,170000,169700
units,2021-12-31,BR,59.27,83.2,10243,43897,14062,2320,65730,4792,36708,33814,22095,48427,204600,192000
units,2021-12-31,CE,74.5,84.49,126,1045,459,83,1570,143,764,949,744,969,165000,164000
units,2021-12-31,DF,60.3,94.86,113,435,214,81,813,30,498,345,172,671,290000,280000
units,2021-12-31,ES,64.83,89,74,446,231,46,778,19,445,352,127,670,230000,225000
units,2021-12-31,GO,70,87.15,265,2886,1136,160,3977,470,2270,2177,1880,2567,168890,164500
units,2021-12-31,MA,60.02,78.85,39,547,236,25,777,70,479,368,329,518,154000,152000
units,2021-12-31,MG,59.68,84.74,757,4197,1511,240,6396,309,3615,3090,2309,4396,178800,171700
units,2021-12-31,MS,69.94,82.06,104,588,277,41,819,191,413,597,526,484,190367.98,180000
units,2021-12-31,MT,70.08,88.69,114,759,371,55,1002,297,649,650,767,532,220000,215000
units,2021-12-31,PA,70,93.01,43,377,195,34,577,72,208,441,343,306,195000,190000
units,2021-12-31,PB,54.26,72.98,43,996,248,49,1297,39,851,485,268,1068,140000,138000
units,2021-12-31,PE,53.59,69.8,123,1276,454,105,1859,99,791,1167,785,1173,152000,150000
units,2021-12-31,PI,64.43,74.82,9,344,138,25,513,3,153,363,310,206,142629.68,141135
units,2021-12-31,PR,58.85,72.37,780,3493,1387,127,5473,314,2617,3170,1577,4210,183000,178000
units,2021-12-31,RJ,56,78,794,2326,510,142,3550,222,2372,1400,616,3156,250000,237800
units,2021-12-31,RN,70,75.74,25,630,162,34,833,18,205,646,487,364,138000,135000
units,2021-12-31,RO,69.7,74.97,20,249,91,13,335,38,79,294,281,92,170000,165000
units,2021-12-31,RR,63.74,63.74,10,24,13,2,47,2,6,43,48,1,211000,183300
units,2021-12-31,RS,56.69,80.21,774,2804,938,141,4439,218,2284,2373,1427,3230,210000,190000
units,2021-12-31,SC,61.69,76.62,420,2246,653,87,3163,243,1912,1494,780,2626,217636,209000
units,2021-12-31,SE,69.75,83.25,20,359,238,41,655,3,281,377,305,353,140000,140000
units,2021-12-31,SP,53.54,87.27,5303,15510,3653,600,23361,1705,13826,11240,6920,18146,232000,227000
units,2021-12-31,TO,81.03,100.18,23,165,91,13,254,38,99,193,210,82,199274,193200
units,2022-01-31,AC,129.71,135.22,2,22,19,3,42,4,17,29,28,18,313500,311241.8
units,2022-01-31,AL,71.5,93.49,28,224,176,27,443,12,192,263,198,257,175983.2,170000
units,2022-01-31,AM,55.58,104.33,31,318,135,18,397,105,345,157,70,432,240250,247200
units,2022-01-31,AP,115.42,119.51,4,24,27,4,59,,15,44,25,34,367000,300000.08
units,2022-01-31,BA,60,87.73,182,1280,440,122,1904,120,1133,891,495,1529,175200,174945
units,2022-01-31,BR,65,89.41,8604,33127,14533,2585,55001,3848,29376,29473,19308,39541,230000,220000
units,2022-01-31,CE,76.85,85.38,114,793,422,104,1309,124,619,814,582,851,185730,180000
units,2022-01-31,DF,67.99,104.42,122,538,333,118,1088,23,670,441,225,886,340000,335000
units,2022-01-31,ES,67.25,90.94,55,449,256,78,807,31,446,392,166,672,247500,238753.26
units,2022-01-31,GO,77.94,92.74,248,1936,1082,150,2986,430,1652,1764,1550,1866,190000,184409.54
units,2022-01-31,MA,69.93,87.27,41,295,242,31,542,67,330,279,279,330,186000,183500
units,2022-01-31,MG,68.31,96.91,652,2812,1586,341,5153,238,2702,2689,2065,3326,209000,2e+05
units,2022-01-31,MS,79.63,93.27,74,417,269,47,659,148,304,503,475,332,233000,220000
units,2022-01-31,MT,78.2,99.54,113,616,345,45,894,225,537,582,652,467,250000,241000
units,2022-01-31,PA,67.2,96.4,37,422,181,35,611,64,336,339,258,417,178000,170000
units,2022-01-31,PB,55.4,79.7,41,817,256,52,1125,41,729,437,220,946,153000,148000
units,2022-01-31,PE,60.95,73.65,142,977,403,103,1537,88,819,806,424,1201,175000,175000
units,2022-01-31,PI,61.95,74.83,26,298,138,36,485,13,179,319,261,237,160000,160000
units,2022-01-31,PR,64.47,81.65,603,2551,1418,138,4442,268,1919,2791,1541,3169,206000,195000
units,2022-01-31,RJ,60.79,80.07,675,2015,535,153,3226,152,2107,1271,626,2752,250000,240000
units,2022-01-31,RN,71.39,81.5,34,411,165,40,628,22,184,466,342,308,159000,150000
units,2022-01-31,RO,73.85,80.61,17,182,97,16,278,34,61,251,251,61,185000,180000
units,2022-01-31,RR,72.41,72.41,7,35,9,2,49,4,10,43,49,4,230000,223000
units,2022-01-31,RS,63.14,85.52,667,2227,916,142,3782,170,1817,2135,1471,2481,237000,212750
units,2022-01-31,SC,68.41,84.74,383,1901,921,103,3130,178,1647,1661,952,2356,250742.5,244278.28
units,2022-01-31,SE,69.82,81.45,16,304,204,45,563,6,202,367,300,269,150000,149000
units,2022-01-31,SP,59.03,93.64,4267,11140,3876,618,18648,1253,10304,9597,5655,14246,251000,243500
units,2022-01-31,TO,84.92,109.56,23,123,82,14,214,28,100,142,148,94,252000,232500
units,2022-02-28,AC,106.12,162.46,2,32,49,4,85,2,48,39,27,60,395000,401089.29
units,2022-02-28,AL,69,96.82,21,221,149,16,403,4,174,233,170,237,160800,160800
units,2022-02-28,AM,59.4,101.61,26,262,123,26,361,76,295,142,75,362,230000,233500
units,2022-02-28,AP,113.02,120.6,4,15,16,1,35,1,15,21,13,23,334000,310000
units,2022-02-28,BA,61.4,91.87,148,1055,402,98,1614,89,914,789,419,1284,180000,179355.6
units,2022-02-28,BR,60.48,85.19,7467,33146,11258,1904,50709,3066,28859,24916,16295,37480,217000,206000
units,2022-02-28,CE,77.4,85.4,113,721,380,77,1190,101,546,745,575,716,178690,179000
units,2022-02-28,DF,61.26,94.65,92,491,276,93,931,21,583,369,180,772,286638.85,275000
units,2022-02-28,ES,66.47,86.99,55,388,212,35,664,26,376,314,115,575,245000,237000
units,2022-02-28,GO,73.9,91.91,208,1900,969,118,2817,378,1606,1589,1376,1819,184000,180000
units,2022-02-28,MA,65.21,79.78,40,376,169,36,561,60,306,315,273,348,165000,161200
units,2022-02-28,MG,61.26,86.71,568,3215,1143,223,4952,197,2759,2390,1771,3378,187000,184000
units,2022-02-28,MS,67.38,85.21,74,445,207,28,640,114,301,453,374,380,197000,190100
units,2022-02-28,MT,69.97,92.68,88,604,304,42,835,203,520,518,598,440,246500,240000
units,2022-02-28,PA,69.6,109.21,42,337,189,23,543,48,251,340,235,356,223400,223400
units,2022-02-28,PB,52.62,76.54,34,846,183,39,1075,27,759,343,175,927,143000,140000
units,2022-02-28,PE,56.07,71.38,123,1005,309,72,1448,61,836,673,383,1126,160000,160000
units,2022-02-28,PI,62.91,70.98,3,302,111,28,439,5,114,330,276,168,147858.9,140000
units,2022-02-28,PR,60.83,77.42,560,2316,1082,91,3874,175,1885,2164,1214,2835,2e+05,191390
units,2022-02-28,RJ,57.06,79.44,564,2047,460,121,3075,117,2064,1128,537,2655,245000,230000
units,2022-02-28,RN,70,76.81,25,414,129,26,581,13,172,422,334,260,148500,145000
units,2022-02-28,RO,71.94,85.83,19,179,80,13,268,23,57,234,221,70,180000,177000
units,2022-02-28,RR,58.8,62.02,11,23,8,1,42,1,5,38,43,,195000,191375.44
units,2022-02-28,RS,58.92,79.61,587,2235,692,92,3479,127,1911,1695,1115,2491,210000,194386.28
units,2022-02-28,SC,63.7,78.11,327,1633,518,65,2376,167,1276,1267,636,1907,229000,215000
units,2022-02-28,SE,68.75,85.44,11,306,256,32,598,7,311,294,239,366,155000,154000
units,2022-02-28,SP,53.82,88.3,3698,11640,2767,490,17601,994,10666,7929,4763,13832,240000,232500
units,2022-02-28,TO,80.1,97.76,24,138,75,14,222,29,109,142,158,93,227239.91,199200
units,2022-03-31,AC,106.12,127.13,3,30,16,4,51,2,17,36,27,26,265000,235000
units,2022-03-31,AL,69.9,91.65,25,264,159,26,461,13,180,294,195,279,160000,160000
units,2022-03-31,AM,48.39,90.75,26,422,109,22,520,59,460,119,54,525,179500,182300
units,2022-03-31,AP,99.66,115,7,17,18,2,42,2,17,27,20,24,307500,279664.34
units,2022-03-31,BA,60.05,83.17,151,1255,445,129,1897,83,1075,905,504,1476,177250,180000
units,2022-03-31,BR,59.6,85.23,8544,40682,13798,2349,62314,3059,35042,30331,19462,45911,216000,204000
units,2022-03-31,CE,75.06,85.4,102,854,418,63,1360,77,657,780,607,830,173000,174500
units,2022-03-31,DF,60.98,92.42,209,681,386,146,1409,13,852,570,238,1184,305000,3e+05
units,2022-03-31,ES,64.63,82.35,54,522,230,60,846,20,466,400,176,690,235000,220000
units,2022-03-31,GO,71.84,91.13,240,2402,1047,140,3480,349,1938,1891,1630,2199,180000,178000
units,2022-03-31,MA,54.78,75.64,46,724,224,26,975,45,652,368,324,696,152000,151950
units,2022-03-31,MG,61.45,88.19,592,3540,1533,257,5753,169,3183,2739,1998,3924,189000,185000
units,2022-03-31,MS,67.55,85.77,85,541,225,36,793,94,357,530,455,432,197990,190200
units,2022-03-31,MT,69.06,91.58,108,779,315,43,1062,183,644,601,640,605,203500,199000.7
units,2022-03-31,PA,69.6,104.08,46,359,164,34,564,39,226,377,293,310,207000,2e+05
units,2022-03-31,PB,55.08,76.5,51,872,276,38,1212,25,843,394,226,1011,145000,141200
units,2022-03-31,PE,56.07,71.85,123,1017,400,99,1555,84,869,770,477,1162,170698.5,170000
units,2022-03-31,PI,65.5400000000001,78.31,10,334,111,23,471,7,123,355,268,210,151594.2,150000
units,2022-03-31,PR,59.59,72.68,554,3024,1299,125,4823,179,2163,2839,1538,3464,2e+05,190000
units,2022-03-31,RJ,58,80.44,583,2240,641,126,3465,125,2242,1348,589,3001,246500,238937.68
units,2022-03-31,RN,68.6,77.32,25,601,168,24,800,18,277,541,403,415,150000,146900
units,2022-03-31,RO,72.19,78.06,21,238,94,10,335,28,83,280,271,92,180000,175000
units,2022-03-31,RR,58,58,15,35,8,3,59,2,8,53,57,4,185000,178000
units,2022-03-31,RS,57.92,79.8,689,2640,805,109,4109,134,2151,2092,1341,2902,208400,190000
units,2022-03-31,SC,62.74,80.41,360,2071,698,84,3056,157,1766,1447,764,2449,237600,225000
units,2022-03-31,SE,68.76,86.12,16,393,222,35,658,8,294,372,289,377,152000,150000
units,2022-03-31,SP,54,89.89,4392,14684,3705,673,22336,1118,13394,10060,5926,17528,240000,231557.72
units,2022-03-31,TO,80.35,93.56,11,143,82,12,222,26,105,143,152,96,205677,198000
units,2022-04-30,AC,81.16,94.56,1,22,12,3,35,3,13,25,21,17,278000,264500
units,2022-04-30,AL,70.84,91.65,20,149,93,15,267,10,107,170,107,170,175983.2,175890
units,2022-04-30,AM,50.09,91.2,22,343,84,16,403,62,374,91,55,410,195000,195600
units,2022-04-30,AP,95,106.5,2,15,15,1,33,,8,25,16,17,306000,3e+05
units,2022-04-30,BA,62.06,91.87,147,1036,401,54,1563,75,828,810,331,1307,178000,180000
units,2022-04-30,BR,58.54,84.8,7308,32539,10715,1723,49601,2684,29129,23156,14074,38211,220000,210000
units,2022-04-30,CE,67.94,84.49,99,710,289,58,1083,73,624,532,385,771,179000,179590
units,2022-04-30,DF,54.1,87.36,88,405,196,45,719,15,493,241,104,630,265000,257050
units,2022-04-30,ES,60.69,93.33,42,445,173,31,678,13,420,271,104,587,209000,203000
units,2022-04-30,GO,71.82,91.91,184,1610,750,101,2334,311,1458,1187,1052,1593,185000,181500
units,2022-04-30,MA,56.92,75.64,35,462,184,21,664,38,452,250,225,477,160500,160000
units,2022-04-30,MG,60.13,84.7,522,3117,1149,229,4850,167,2741,2276,1607,3410,192000,187000
units,2022-04-30,MS,70.18,87.5,98,409,202,30,622,117,317,422,363,376,208000,198000
units,2022-04-30,MT,68.09,87.05,85,606,239,30,822,138,460,500,549,411,218950.09,214500
units,2022-04-30,PA,70.02,104.53,37,256,114,32,397,42,181,258,212,227,220000,211000
units,2022-04-30,PB,55.25,80,52,521,213,24,779,31,560,250,121,689,150000,145000
units,2022-04-30,PE,54.48,73.47,72,828,317,49,1228,38,778,488,260,1006,175538.01,176000
units,2022-04-30,PI,64.29,80.45,11,264,88,18,375,6,181,200,158,223,159235,157080
units,2022-04-30,PR,59.58,78.02,539,2467,1053,95,3990,164,2038,2116,1069,3085,201750,193000
units,2022-04-30,RJ,55,80.74,526,1932,479,139,2984,92,2077,999,415,2661,243000,237150
units,2022-04-30,RN,68.99,76.44,29,367,99,23,510,8,170,348,230,288,156000,150000
units,2022-04-30,RO,69.99,70.97,9,185,76,3,258,15,52,221,187,86,180000,179000
units,2022-04-30,RR,58,61.14,7,30,5,1,43,,7,36,41,2,185000,178000
units,2022-04-30,RS,59.75,79.78,517,2090,685,96,3298,90,1720,1668,962,2426,217000,2e+05
units,2022-04-30,SC,66.5,81.43,313,1534,579,72,2350,148,1284,1214,651,1847,252000,245000
units,2022-04-30,SE,68.78,91.96,12,330,238,20,594,6,335,265,226,374,180000,175000
units,2022-04-30,SP,51.8,88.05,3820,12263,2928,499,18510,1000,11325,8185,4500,15010,244500,240000
units,2022-04-30,TO,72.19,109.32,19,143,54,18,212,22,126,108,123,111,187500,180000
units,2022-05-31,AC,106.32,124.98,4,31,24,3,60,2,18,44,39,23,296000,250000
units,2022-05-31,AL,87.1,110.77,32,500,230,37,776,23,275,524,230,569,153500,153500
units,2022-05-31,AM,55.05,101.79,32,387,137,30,511,75,462,124,84,502,214200,210350
units,2022-05-31,AP,101.82,113,3,21,19,4,47,,17,30,16,31,345000,335447
units,2022-05-31,BA,59.15,91.01,142,1426,478,118,2074,90,1149,1015,596,1568,175000,177676.5
units,2022-05-31,BR,59.3,83.99,8805,46135,15514,2399,69739,3114,38902,33951,21379,51474,214500,204000
units,2022-05-31,CE,64.7,81.75,119,1447,504,73,2025,118,1099,1044,746,1397,168680,169156.04
